Name,Title,aiconalt,View,State,View1,asizebase
Prabhat Kumar,"Best Buy, Best Product",2.0 out of 5 stars,"Reviewed in India on August 1, 2021",Verified Purchase,"Product package was opened inside, may be a returned product was shipped to me",
Vishwanatha KR,Not up to the mark I'm not fully satisfied,3.0 out of 5 stars,"Reviewed in India on March 15, 2022",Verified Purchase,"Noise level is too high
Totally it is not up to the mark I'm not satisfied",
vivy,Powerful,5.0 out of 5 stars,"Reviewed in India on November 7, 2019",Verified Purchase,Very good product with excellent quality and very powerful motor. 1000w motor gives awesome performance and a good choice for kitchen.,
susmi,gold is always expensive,5.0 out of 5 stars,"Reviewed in India on July 16, 2020",Verified Purchase,Bosch is my favorite brand... and there is no doubt about the quality and trust...,
Amazon Customer,Very good,5.0 out of 5 stars,"Reviewed in India on July 28, 2021",Verified Purchase,"Very good, durable and heavy duty",
shivakumar,Not worthy,1.0 out of 5 stars,"Reviewed in India on December 23, 2021",Verified Purchase,"Too noisy and locking clip dosebt work properly and to adding on knob broked after few months of use. The worst product that I have ever purchased, not worthy at all.",
Niharika,Worth the quality,4.0 out of 5 stars,"Reviewed in India on December 9, 2020",Verified Purchase,"Amazing grinding quality mixer grinder, only drawback is the noise level, else all is well 👍🏻",
Amazon Customer,Sleek looking appliance,5.0 out of 5 stars,"Reviewed in India on October 24, 2020",Verified Purchase,Very happy with the look and features. Performance has been good so far.,
Quma,Investing a money on this product is waste.,1.0 out of 5 stars,"Reviewed in India on March 16, 2021",Verified Purchase,Video Player is loading.,One person found this helpful
dayakar r.,Go for higher Wattage mixies,4.0 out of 5 stars,"Reviewed in India on March 9, 2020",Verified Purchase,"One should not compromise on watts of a mixi. better to buy higher wattage for Hassel free operations. 500W,750W will struck at little higher loads . 1000W, >1000W. Will give confident run",One person found this helpful
Ramalingam,Superb product,5.0 out of 5 stars,"Reviewed in India on March 3, 2020",Verified Purchase,Superb product. In my lifetime i have not used a mixer grinder like this. Exceeded expectation.,
SR,Good!,4.0 out of 5 stars,"Reviewed in India on October 1, 2021",Verified Purchase,Wish it were less noisy,
rishav s.,Too much noise & juicer is not good,3.0 out of 5 stars,"Reviewed in India on February 3, 2022",Verified Purchase,"It sounds like a old scooter too noisy and juicer is not that good rest is all right
but definately overpriced .",
Magela S.,"Open, dirty and broken",1.0 out of 5 stars,"Reviewed in India on February 22, 2021",Verified Purchase,"It came with the box opened, all jars has fingers on it and it came broken also. Now requesting replacement",
Srilakshmi,Not good,1.0 out of 5 stars,"Reviewed in India on December 20, 2020",Verified Purchase,"It is giving so much of noise during grinding, we expected less noise as it is 1000watt motor but not as per expected and jars also vary thin and light in weight.",One person found this helpful
gurmit,Powerful but v noisy,3.0 out of 5 stars,"Reviewed in India on December 13, 2021",Verified Purchase,Extremely noisy product,
Rachna p.,Very poor quality and customer service,2.0 out of 5 stars,"Reviewed in India on March 9, 2020",Verified Purchase,"Horrible customer service, one juicer jar us not working but even after calling 10 times they do not want to replace it.",
phaneendrudu,Noise level more,3.0 out of 5 stars,"Reviewed in India on August 17, 2021",Verified Purchase,Not satisfied. Noise level more,One person found this helpful
SS,Quality not as expected from Bosch.,3.0 out of 5 stars,"Reviewed in India on February 23, 2020",Verified Purchase,Mixer machine is good but jars quality is not upto the level. Quality was not expect from Bosch.,
rozzy,Perfect for home use,5.0 out of 5 stars,"Reviewed in India on June 30, 2021",Verified Purchase,"Works well for me not
heavy sound blends
everything within few minuts .
Am very happy by this product",
Dr Ashok Decruz,Nice product,5.0 out of 5 stars,"Reviewed in India on November 6, 2021",Verified Purchase,Must buy product,
Vishnuvardhan Jupelli,"So far we have seen the issues is with juice jar, broken while preparing the water melon",1.0 out of 5 stars,"Reviewed in India on June 14, 2021",Verified Purchase,Video Player is loading.,
CHUDAMANI BILHOR,machine,5.0 out of 5 stars,"Reviewed in India on May 22, 2021",Verified Purchase,Powerful Heavy weight grinding machine,
Stephen George,Good product,5.0 out of 5 stars,"Reviewed in India on October 4, 2021",Verified Purchase,For home use it is good.,
Jagruti Malaviya,Mixture,5.0 out of 5 stars,"Reviewed in India on May 22, 2022",Verified Purchase,Very nice product fast grinding,
Nand S.,Atulniya mixer grinder,5.0 out of 5 stars,"Reviewed in India on September 8, 2021",Verified Purchase,"Very low noise level,easy fitting, robust product,mixer grinder ka SARTAAJ",
sanjeev,Good product,5.0 out of 5 stars,"Reviewed in India on October 2, 2021",Verified Purchase,Very efficient grinder,
Amit ,worst product,1.0 out of 5 stars,"Reviewed in India on July 7, 2021",Verified Purchase,"before two years motor failed. From 15 days service man not able to repair.Spare motor received still faulty.
I am shocked with the bosch quality.",
sachin rana,Very very good 👍🏻,5.0 out of 5 stars,"Reviewed in India on October 19, 2021",Verified Purchase,"Best product with best packaging, I am completely satisfying with this mixer,I want to give 5star",
Sneha M.,Great product without a second thought,5.0 out of 5 stars,"Reviewed in India on September 12, 2021",Verified Purchase,I'm using it for 5 months...great product..as its 1000w so the sound is slightly high but the lock system is very good and very easy to clean...each part can assemble....just go for it,
Hemant V B,Not recommended,1.0 out of 5 stars,"Reviewed in India on January 2, 2021",Verified Purchase,"BOSCH name is in stake,
not a good product, lot of vibration,
high level of noise,
leakage in jars,
Please replace the product or send the service personal",
Shrey,Limited options in this quality products in India so go for this,5.0 out of 5 stars,"Reviewed in India on March 13, 2020",Verified Purchase,Looks really well designed built quality so far seems quite delicate but the motor for which I bought Bosch is top notch,
Amazon Customer,Mind blowing,5.0 out of 5 stars,"Reviewed in India on June 21, 2022",Verified Purchase,Rocking performance,
Anand,Good product.,5.0 out of 5 stars,"Reviewed in India on September 6, 2020",Verified Purchase,Easy to clean and very good product. But sound level is high. Company show work on it.,
Bharat Sreerama,Poor packaging,5.0 out of 5 stars,"Reviewed in India on November 8, 2020",Verified Purchase,"The Mixer Grinder is very good.  The Packaging was very bad, luckily there was no damage to the Grinder. The company should look into this & do proper pacaking",
K S Abraham,Become useless in six months 🙄,1.0 out of 5 stars,"Reviewed in India on September 7, 2020",Verified Purchase,Become useless in six months 🙄,One person found this helpful
Murali Mohan Neeli,Very nice robust n powerful product,5.0 out of 5 stars,"Reviewed in India on December 11, 2021",Verified Purchase,High power 1000wt. Heavy duty more rpm. over all good company nice product. Using for last 3 months.,
sandipan samanta,Pricey but good product,5.0 out of 5 stars,"Reviewed in India on January 13, 2020",Verified Purchase,Price is quite higher side but the product build quality is looking good no defects at all and design wise is also good,
Stan,Review,5.0 out of 5 stars,"Reviewed in India on December 3, 2020",Verified Purchase,"More noisier than other mixers, but does the job well",
Vignesha H H ,Good mixer,4.0 out of 5 stars,"Reviewed in India on October 4, 2020",Verified Purchase,"One of the rubber gaskets of a a jar has to be replaced due to elongation. Please let me know where can I get this.

Secondly, while using, mixer motor winding is giving some smell now",
Nihal,👍👍,4.0 out of 5 stars,"Reviewed in India on October 18, 2020",Verified Purchase,It’s is a good product,One person found this helpful
Mohan,Used Product,3.0 out of 5 stars,"Reviewed in India on October 16, 2020",Verified Purchase,I like Bosch products.. but very surprised to see the product in used condition. Asked for replacement.,2 people found this helpful
Honey,Expansive deal,5.0 out of 5 stars,"Reviewed in India on December 20, 2019",Verified Purchase,7000Rs. is too much for this grinder. Jar get hot because of high wattage moter. Overall everything is fine...,
Kuppursreenath,Beautiful  Machine,5.0 out of 5 stars,"Reviewed in India on August 16, 2021",Verified Purchase,"Nice product, worth buying it. Might be cost is little  bit expensive with its competitors,  product is damn good.All jars are with good gauge and easy to clean",
S.D.RATHOD,Good,4.0 out of 5 stars,"Reviewed in India on March 9, 2020",Verified Purchase,Still not used but looks good products,One person found this helpful
MTK,Very noisy; very stupid lid lock system,1.0 out of 5 stars,"Reviewed in India on October 30, 2021",Verified Purchase,"Very noisy; need to wear ear plugs.
very stupid lid lock system; takes a lot of effort to get used to it.

Moved back to my old Philips 750w mixer",
ramudu,Leakage problem,3.0 out of 5 stars,"Reviewed in India on April 10, 2022",Verified Purchase,Leakage when we grind liguid items. Not good at this price,One person found this helpful
Amazon Customer,Good,5.0 out of 5 stars,"Reviewed in India on July 28, 2022",Verified Purchase,Noise level very high butter than 750 watts good,
Rajan Raut,Overall good product,4.0 out of 5 stars,"Reviewed in India on April 29, 2021",Verified Purchase,"Noise level ok,lock features good but for cleaning lid it's difficult",
Dharmesh ,Not good,1.0 out of 5 stars,"Reviewed in India on December 27, 2021",Verified Purchase,No,
Sabir,mixer cap leaking,1.0 out of 5 stars,"Reviewed in India on February 22, 2022",Verified Purchase,Video Player is loading.,One person found this helpful
Jayadev,Exchange this for 750 wats,5.0 out of 5 stars,"Reviewed in India on September 4, 2020",Verified Purchase,Main unit has dirty at multiple places with sticky. It didn't get removed with water wipe. Unit is looking like used one . So want to exchange with new mixy. Tq u,
Sourabh gour,Strong motor and jars,5.0 out of 5 stars,"Reviewed in India on June 26, 2021",Verified Purchase,"Nice built quality, jars are strong and heavy duty motor. Impressed with unique flow breaking technique for idli batter.",
Aman Gupta,Mixure,5.0 out of 5 stars,"Reviewed in India on July 5, 2021",Verified Purchase,"Very good product. Low noise, good lock feature and easy to clean",
Satish Lokhande,It is tough,4.0 out of 5 stars,"Reviewed in India on April 30, 2021",Verified Purchase,"We have been using this mixer since last 15 days, every thing is good except notice I think it is because of more power i.e. 1000 watt. It is acceptable at all.",
